cid,text,time,author,channelId,videoId
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVvuoW6orM,okay let me drop her info again,3 months ago,@Baylen-s2p,UC7_U-ZFnxlLzeHfILu4ycsA,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVvw4CpxEJ,+17,3 months ago,@Baylen-s2p,UC7_U-ZFnxlLzeHfILu4ycsA,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVvxqFmi-R,189,3 months ago,@Baylen-s2p,UC7_U-ZFnxlLzeHfILu4ycsA,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVvytMl6Of,141,3 months ago,@Baylen-s2p,UC7_U-ZFnxlLzeHfILu4ycsA,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVw-CvAl9a,076,3 months ago,@Baylen-s2p,UC7_U-ZFnxlLzeHfILu4ycsA,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVw0lnBMn2,"Just combine the digits, That's her whats Apps info..🇺🇲🇺🇲",3 months ago,@Baylen-s2p,UC7_U-ZFnxlLzeHfILu4ycsA,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVwL7eA4md,I'm glad to write her today I do hope she will help me handle my paycheck properly 😊😊😊,3 months ago,@BerthaVentura-u6c,UCZU2xHNXLqeFTwLRVhSo0UQ,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVwMaAwd1_,"Can I start with as low as $1,000?",3 months ago,@BerthaVentura-u6c,UCZU2xHNXLqeFTwLRVhSo0UQ,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVwZsVqTgH,"Yeah!! Finding yourself a good broker is as same as finding a good wife, which you go less stress, you get just enough with so much little effort at things.",3 months ago,@MoritzHannes,UC95_eFF0NPk8mJw7_aBTiFg,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVwbmGgEY9,"The very first time we tried, we invested $2000 and after a week, we received $9500. That really helped us a lot to pay up our bills.",3 months ago,@MoritzHannes,UC95_eFF0NPk8mJw7_aBTiFg,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVwjJw1WIi,"Wow. I'm a bit perplexed seeing Christine Evelyn been mentioned here also Didn't know she has been good to so many people too this is wonderful, I'm in my fifth trade with her and it has been super.",3 months ago,@JacobAnderson-y6c,UCOY49IurVv9hkEX0HhoqOJg,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVwlQRa7UX,"I started my trade with $5000, and in the space of one month I got credited with $22,000. It remains my biggest win for the year 2024.",3 months ago,@JacobAnderson-y6c,UCOY49IurVv9hkEX0HhoqOJg,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVwwrmCXQL,"She is my family personal Broker and also a personal Broker to many families in the states, she is a licensed broker and a FINRA AGENT in the United States.",3 months ago,@Kylecooper-x5n,UCJtQSzQr-0Kli9376yrED1A,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVx3O7G72u,"Giving her my initial savings of €15,000 to invest in a brokerage account was a turning point in my life less 7days. It's been an incredibly rewarding experience.",3 months ago,@Fsuhsjhs,UCvdPG0hzEAVa2E69iB5ALDA,LX7VtxMCAVM
UgzC8652j7tfrFlYKkZ4AaABAg.ACVtGgGYVQ8ACVxB9n94u0,I started with a miserly $1500. the results have been mind blowing I must say TBH,3 months ago,@OrtisPosey,UC-UYKvrrNQpeXn37VmJre_A,LX7VtxMCAVM
UgwtKJw3i6osKYEawRN4AaABAg.ACS8qz3NZYZACTDKoPIAUt,"I loved this video, super I had a misfortune, I was diagnosed with ovariian cancedr. I also created a channel and am trying to move in that direction, but so far not very successful(G5",3 months ago,@marthacancerng,UCf24X8sA_6NhEUk32sk00YA,LX7VtxMCAVM
UgwtKJw3i6osKYEawRN4AaABAg.ACS8qz3NZYZACVofP6bnCo,"Hoping all the best for you, Martha.",3 months ago,@KL-bz3sp,UCkmgmjOVbSFqlh3OOsrR_Pw,LX7VtxMCAVM
UgwtKJw3i6osKYEawRN4AaABAg.ACS8qz3NZYZACY1FnWZcUN,What are Julia and Annika's channel names? (i only know Yoora's),3 months ago,@dada-pm5cd,UCyzGrlXEcfIzNQv55PZvjVA,LX7VtxMCAVM
UgwtKJw3i6osKYEawRN4AaABAg.ACS8qz3NZYZACY2hz6Lrg9," @dada-pm5cd   ""Annika's leaf"" and ""Julia Ma""",3 months ago,@-cloxd-,UCPR4NWdmCj5NMmC7ACPVJoA,LX7VtxMCAVM
UgwtKJw3i6osKYEawRN4AaABAg.ACS8qz3NZYZACY312eBjIF,@-cloxd-  thanks,3 months ago,@dada-pm5cd,UCyzGrlXEcfIzNQv55PZvjVA,LX7VtxMCAVM
UgwtKJw3i6osKYEawRN4AaABAg.ACS8qz3NZYZACaEE4vtLNl,yeahhh i was surprised when i saw annika,3 months ago,@luvly_pearly,UCOUXE9O1eHcb7Ce1f2A20Og,LX7VtxMCAVM
UgxOQTkr0mdU_v1oKax4AaABAg.ACR0HW4li3ZACRKaEZ1lZT,FR LOL!,3 months ago,@BowReiLee,UCs65U-LyakgGT3c3Pb8WKHQ,LX7VtxMCAVM
UgxOQTkr0mdU_v1oKax4AaABAg.ACR0HW4li3ZACRtrtHYYm_,Sameee omg 😆,3 months ago,@livyy_s,UCiasXWgYH1CO8n18Z7XdiFw,LX7VtxMCAVM
