cid,text,time,author,channelId,videoId
Ugz3n9yygcycOjpMqNJ4AaABAg,omg you're married now? 🥺 been watching u since u started as college student living alone I think 😊congrats🎉,1 month ago,@emceequinzel9933,UCM5Ag21lxHcC42xstd7uJsg,dMzBo6LT3bM
UgyKXUgu54zoERtw3y14AaABAg,울 언니도 진짜 고생했어요❤🥺두 번째 브이로그를 주셔서 감사해요❤✨️,7 months ago,@jannetv2700,UCWVsK0Xriktnk_RIfSuzrNw,dMzBo6LT3bM
Ugyq2C3yj57SjUJXFOt4AaABAg,"야채, 햄, 머스타드, 우유. 배가 경련이 난다.. ㅠㅠ",2 days ago,@Minji_Ve_Kim_Dan_Fanisoy-gt5dz,UCbiltWjtmz62VDr_rgdrarA,dMzBo6LT3bM
UgwbqATfPafnWhWaWt94AaABAg,"I really like it when you cook, it looks so delicious.",1 month ago,@rajmistri-mj8oo,UCgkPqWgl_QWZ4ixunwUovIg,dMzBo6LT3bM
UgwxnDWX5s5GNIZcTSN4AaABAg,2 vlogs in a row  I'm overwhelmed 💘🌸💕💕💖 thank you 💘💖💕,7 months ago,@legachoole5972,UCJbqVk3eOYhjyxnGz0kI2BQ,dMzBo6LT3bM
UgxrkIzOK9Onkzlmp4F4AaABAg,"たらこのふりかけ美味しいし、ブランチュールは安いのにすごく美味しいお菓子~！♡
ジヒョンさんに憧れて、ついに韓国語の勉強を始めました！
韓国行くぞ~✈️🇰🇷",7 months ago,@なしなつくら,UCDarWTlHcy9pO8tiFw3ebtg,dMzBo6LT3bM
UgyNxYo4mU2ZQiAVd8J4AaABAg,I am from Turkey !! I love you so much  ❤❤❤❤❤,6 months ago,@nfrealmusic56,UCNvAW_lYPvB9Qi1PpF3WQCA,dMzBo6LT3bM
Ugz_4u5NyZCh6CrJke94AaABAg,your videos make me so happy <3 I have been watching for around 4 years now and watching your videos is always such a peaceful experience,7 months ago,@kayatsa,UCy9IcEcTIxY0XJkeAE9na0Q,dMzBo6LT3bM
Ugxo91riK8ltQIWQISp4AaABAg,Thank you for posting videos so diligently despite being so busy,7 months ago,@ellsbells7116,UCoVs9RVTT9YW9KPE6x8oLIQ,dMzBo6LT3bM
UgwokBf12bYbbtn2UeB4AaABAg,힐링되는 일상영상이네요 잘보고갑니다~:),7 months ago,@akfhsldp009,UCloUM37qvDBkn-_aHVRNhEg,dMzBo6LT3bM
